City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
Kolkata,Bike,Clear,Stable,Saturday,7,60.3615,0,0,54.8741,0.107
Delhi,Rickshaw,Storm,Booming,Wednesday,4,43.9604,0,0,63.1011,0.5929
Delhi,Bus,Storm,Recession,Monday,23,54.7474,0,0,65.4873,0.2392
Pune,Rickshaw,Clear,Recession,Wednesday,9,38.571,0,0,46.2852,0.0961
Pune,Car,Hot,Booming,Friday,15,36.658,0,0,18.329,0.2429
Pune,Bike,Hot,Booming,Friday,1,96,0,0,88.2657,0.1989
Pune,Bus,Clear,Stable,Monday,22,18.1865,0,0,18.1865,0.3922
Mumbai,Rickshaw,Clear,Stable,Thursday,22,43.1058,0,0,51.7269,0.5424
Delhi,Bike,Storm,Recession,Wednesday,5,37.0073,0,0,35.4137,0.2265
Chennai,Rickshaw,Rainy,Recession,Thursday,7,53.3953,1,0,64.0744,0.3241
Chennai,Bike,Clear,Stable,Sunday,11,97.2,0,0,86.5455,0.6651
Mumbai,Bike,Rainy,Recession,Monday,20,44.4622,0,0,39.522,0.2133
Bengalore,Bike,Snowy,Recession,Saturday,10,67.9642,0,0,65.0376,0.0377
Pune,Bike,Rainy,Stable,Sunday,7,26.4149,0,0,21.1319,0.3209
Pune,Rickshaw,Clear,Recession,Tuesday,23,92.7288,0,0,111.2746,0.1255
Bengalore,Bike,Snowy,Booming,Sunday,9,68.6941,0,0,65.7359,0.1884
Delhi,Bike,Clear,Stable,Tuesday,5,31.4767,0,0,28.6152,0.4087
Chennai,Bike,Storm,Recession,Wednesday,0,106.8555,0,0,85.4844,0.0532
Mumbai,Bike,Snowy,Recession,Friday,0,93.4615,0,0,74.7692,0.2706
Bengalore,Bike,Storm,Booming,Wednesday,18,51.133,1,0,36.2453,0.2699
Delhi,Bike,Hot,Booming,Tuesday,14,22.2932,0,1,24.7703,0.9075
Bengalore,Bike,Rainy,Recession,Tuesday,1,55.9105,0,0,53.5029,0.1265
Chennai,Car,Hot,Recession,Thursday,0,81.5404,0,1,40.7702,0.3251
Bengalore,Rickshaw,Snowy,Recession,Wednesday,15,72.1662,0,0,103.5878,0.0908
Pune,Bike,Hot,Stable,Saturday,11,52.1454,0,1,41.7163,0.2978
Pune,Car,Hot,Booming,Thursday,1,76.8,0,0,51.6519,0.1613
Kolkata,Bike,Hot,Booming,Wednesday,20,71.3845,0,0,69.3322,0.0945
Chennai,Bike,Snowy,Stable,Thursday,6,63.8723,0,0,51.0978,0.5727
Mumbai,Bike,Rainy,Booming,Sunday,12,86.4,1,1,84.6268,0.2799
Chennai,Bike,Storm,Recession,Thursday,20,34.7946,0,0,30.9285,0.0954
Chennai,Car,Storm,Stable,Saturday,13,62.9209,1,0,31.4605,0.4267
Mumbai,Car,Clear,Recession,Sunday,11,60.5156,0,1,30.2578,0.1544
Chennai,Bus,Clear,Booming,Tuesday,9,106.472,0,0,106.472,0.9204
Kolkata,Bike,Snowy,Booming,Wednesday,1,45.402,0,0,43.4468,0.1338
Mumbai,Bike,Hot,Booming,Tuesday,16,113.9881,0,0,91.1905,0.1299
Bengalore,Car,Storm,Recession,Saturday,2,104.2169,0,0,62.3307,0.0912
Delhi,Bike,Clear,Recession,Wednesday,17,50.0409,1,0,36.3934,0.2756
Mumbai,Car,Storm,Recession,Monday,14,44.4479,0,0,22.2239,0.1142
Delhi,Car,Snowy,Booming,Thursday,21,63.111,0,0,46.1337,1
Kolkata,Bike,Storm,Stable,Saturday,3,77.4107,0,0,74.0772,0.0734
Delhi,Bike,Clear,Stable,Tuesday,8,109.6347,1,0,79.7344,0.4507
Pune,Bike,Rainy,Stable,Tuesday,18,44.5145,1,0,39.5684,0.3629
Kolkata,Bike,Rainy,Stable,Friday,16,26.7444,0,0,25.5928,0.0464
Chennai,Bus,Rainy,Stable,Monday,13,65.3197,0,0,65.3197,0.5752
Mumbai,Bike,Storm,Recession,Wednesday,21,81.0708,0,0,72.063,0.091
Mumbai,Car,Snowy,Stable,Thursday,0,108,0,0,54.4133,0.4291
Chennai,Bike,Clear,Booming,Tuesday,6,68.4985,0,0,54.7988,0.5351
Mumbai,Car,Snowy,Recession,Thursday,23,58.7067,0,0,29.3534,0.0823
Delhi,Bike,Clear,Booming,Friday,8,86.77,1,0,69.416,0.7362
Bengalore,Bus,Clear,Booming,Thursday,12,59.1043,0,0,67.164,0.2476
Chennai,Bike,Storm,Stable,Tuesday,8,86.4,1,0,73.0754,0.4004
Kolkata,Bike,Rainy,Booming,Tuesday,22,38.1368,0,0,36.4946,0.052
Delhi,Bike,Clear,Recession,Friday,6,87.3046,0,1,79.3678,0.1023
Delhi,Car,Storm,Recession,Friday,17,95.6673,1,0,45.7738,0.1237
Mumbai,Bus,Storm,Recession,Sunday,22,49.873,0,0,49.873,0.2297
Chennai,Bike,Storm,Recession,Monday,4,25.0742,0,0,20.0594,0.2118
Kolkata,Car,Storm,Recession,Friday,0,57.072,0,0,34.134,0.0371
Mumbai,Bike,Storm,Booming,Monday,9,52.9167,0,0,42.3333,0.8804
Delhi,Bike,Clear,Booming,Saturday,13,107.3377,1,0,78.0638,0.4187
Chennai,Car,Hot,Recession,Wednesday,1,98.6241,0,0,49.3121,0.3932
Kolkata,Bike,Clear,Stable,Monday,0,77.744,0,0,70.6764,0.0808
Delhi,Rickshaw,Clear,Recession,Thursday,6,114.5871,0,0,156.2552,0.1297
Bengalore,Bike,Rainy,Booming,Wednesday,14,83.1822,0,0,79.6002,0.1057
Chennai,Bike,Hot,Stable,Monday,4,50.4765,0,0,44.868,0.5449
Pune,Bus,Rainy,Booming,Tuesday,13,60.1338,0,0,60.1338,0.1487
Chennai,Bike,Storm,Stable,Sunday,2,89.5864,0,0,71.6692,0.6096
Kolkata,Car,Clear,Recession,Thursday,18,24.6596,1,0,11.2089,0.087
Delhi,Bus,Hot,Recession,Wednesday,15,43.6077,0,0,49.5542,0.0843
Kolkata,Bike,Clear,Stable,Monday,2,74.052,0,0,74.8,0.0759
Kolkata,Bike,Hot,Stable,Tuesday,1,117.9494,0,0,107.2268,0.0557
Kolkata,Bike,Snowy,Booming,Thursday,18,74.3975,1,0,48.6795,0.0566
Pune,Bike,Snowy,Stable,Saturday,7,61.0141,0,0,48.8113,0.2257
Kolkata,Bike,Hot,Recession,Sunday,9,29.0916,0,0,26.4469,0.0652
Mumbai,Bike,Rainy,Recession,Tuesday,17,43.5115,1,0,34.8092,0.1648
Delhi,Car,Hot,Stable,Friday,11,30.5695,0,1,17.3691,0.4359
Mumbai,Bus,Hot,Booming,Thursday,22,113.8071,0,0,113.8071,0.2284
Kolkata,Bike,Snowy,Stable,Friday,3,95.7987,0,0,91.6734,0.1153
Pune,Bike,Storm,Booming,Monday,8,70.6531,1,0,56.5224,0.1104
Pune,Bike,Storm,Booming,Friday,0,45.8598,0,0,36.6879,0.1408
Mumbai,Bike,Clear,Stable,Saturday,17,90.8985,0,0,72.7188,0.3107
Bengalore,Bike,Clear,Recession,Friday,0,52.8034,0,0,48.0031,0.0534
Delhi,Car,Rainy,Stable,Tuesday,9,25.9551,0,0,15.5234,0.526
Bengalore,Car,Hot,Recession,Friday,18,21.6664,1,0,9.8484,0.1138
Chennai,Bike,Rainy,Recession,Thursday,7,61.9082,1,0,49.5266,0.1588
Bengalore,Bike,Snowy,Stable,Tuesday,13,75.5178,0,0,72.2659,0.1209
Delhi,Bike,Hot,Stable,Sunday,18,101.6715,0,0,92.4287,0.3067
Pune,Bike,Storm,Stable,Saturday,6,86.4,0,0,82.0319,0.2434
Mumbai,Bike,Clear,Booming,Sunday,14,50.5068,1,0,40.4055,0.4159
Mumbai,Bike,Hot,Booming,Monday,4,63.3421,0,0,50.6736,0.1295
Bengalore,Rickshaw,Clear,Recession,Monday,2,20.8672,0,0,28.4552,0.0971
Kolkata,Bike,Storm,Stable,Wednesday,6,59.3192,0,0,56.7648,0.0926
Pune,Bike,Snowy,Recession,Tuesday,19,63.7778,0,0,56.6914,0.0781
Mumbai,Bus,Rainy,Booming,Tuesday,23,80.2076,0,0,80.2076,0.3374
Kolkata,Bike,Hot,Recession,Tuesday,7,111.8362,1,0,81.3354,0.0125
Bengalore,Bike,Hot,Recession,Sunday,14,49.4866,1,0,49.9865,0.1051
Pune,Bike,Hot,Booming,Saturday,23,69.5967,0,0,55.6774,0.1756
Delhi,Bike,Snowy,Stable,Monday,15,25.7297,0,0,24.6218,0.699
Chennai,Rickshaw,Storm,Booming,Saturday,10,84.5322,0,0,126.7983,0.528
Kolkata,Bike,Hot,Stable,Monday,23,31.0488,0,0,28.2261,0.1354
Kolkata,Car,Hot,Booming,Wednesday,14,65.9486,0,0,37.4708,0.0754
Chennai,Bike,Snowy,Booming,Monday,15,56.5822,0,0,45.2658,0.4343
Kolkata,Car,Hot,Booming,Sunday,22,19.8368,0,0,11.2709,0.1392
Delhi,Rickshaw,Snowy,Stable,Thursday,22,24.9756,0,0,35.8502,0.5073
Bengalore,Car,Storm,Recession,Sunday,3,95.2245,0,0,56.9524,0.0466
Kolkata,Bike,Clear,Recession,Tuesday,21,94.732,0,0,73.6068,0.0316
Bengalore,Bike,Snowy,Recession,Saturday,4,50.4565,0,0,48.2837,0.0851
Kolkata,Bike,Storm,Stable,Tuesday,17,66.7871,1,0,56.8098,0.0719
Pune,Bike,Rainy,Stable,Friday,20,77.76,0,0,79.099,0.3059
Bengalore,Bike,Snowy,Stable,Tuesday,6,57.9014,0,0,55.408,0.1618
Chennai,Bike,Snowy,Recession,Thursday,0,55.8686,0,0,44.6949,0.2003
Bengalore,Bike,Clear,Recession,Wednesday,19,66.6319,0,0,56.0874,0.0471
Kolkata,Bike,Snowy,Recession,Thursday,19,26.7707,0,0,21.8957,0.0317
Pune,Car,Hot,Booming,Tuesday,19,72.07,0,0,36.035,0.215
Kolkata,Bike,Snowy,Stable,Saturday,14,37.6557,1,0,28.8273,0.0488
Pune,Bike,Snowy,Booming,Monday,4,57.3023,0,0,45.8418,0.2576
Kolkata,Bike,Rainy,Booming,Monday,5,58.1842,0,0,55.6787,0.0594
Chennai,Bike,Hot,Recession,Saturday,17,112.9831,0,0,90.3865,0.1933
Kolkata,Car,Rainy,Stable,Tuesday,7,36.2233,1,0,17.3317,0.1015
Chennai,Rickshaw,Storm,Stable,Friday,0,74.7312,0,0,99.6416,0.9075
Kolkata,Bike,Hot,Stable,Monday,21,53.0652,0,0,41.2317,0.1061
Delhi,Bike,Hot,Recession,Tuesday,6,111.907,0,0,101.7337,0.0698
Delhi,Bike,Hot,Stable,Saturday,10,87.0475,0,0,79.1341,0.3434
Delhi,Bike,Snowy,Recession,Saturday,1,31.9413,0,1,30.5658,0.1487
Bengalore,Car,Storm,Booming,Saturday,21,63.4618,0,0,37.9556,0.2359
Pune,Bike,Clear,Recession,Tuesday,9,86.1692,0,0,68.9354,0.0607
Mumbai,Car,Snowy,Stable,Tuesday,4,56.8513,0,0,31.5841,0.395
Delhi,Bike,Rainy,Stable,Thursday,19,92.0866,0,0,89.0112,0.3725
Chennai,Bus,Clear,Recession,Tuesday,13,112.7043,0,0,112.7043,0.2716
Bengalore,Car,Storm,Recession,Wednesday,6,59.1975,0,0,35.4052,0.1324
Kolkata,Bike,Hot,Recession,Monday,17,79.3807,1,0,57.7314,0.0579
Delhi,Car,Snowy,Booming,Monday,8,40.7879,1,0,21.4673,0.6773
Delhi,Car,Clear,Recession,Saturday,12,99.1011,1,0,45.0459,0.1912
Kolkata,Car,Hot,Stable,Wednesday,21,17.8722,0,0,10.1546,0.126
Mumbai,Rickshaw,Storm,Recession,Sunday,17,105.5268,0,0,140.7024,0.2599
Kolkata,Bike,Clear,Stable,Tuesday,5,58.7227,0,0,53.3843,0.1165
Mumbai,Bike,Rainy,Recession,Thursday,10,118.8,0,0,95.8257,0.2861
Chennai,Rickshaw,Rainy,Recession,Saturday,1,22.2521,0,0,26.7025,0.1752
Kolkata,Bike,Clear,Recession,Saturday,11,24.6124,0,0,22.375,0.0284
Mumbai,Bike,Hot,Stable,Monday,18,86.4,1,0,81.6766,0.16
Chennai,Bike,Rainy,Booming,Tuesday,2,67.2694,0,1,53.8155,0.483
Chennai,Bike,Clear,Stable,Friday,6,107.9841,0,0,86.3873,0.4531
Chennai,Bike,Rainy,Recession,Friday,8,51.6553,1,0,41.3242,0.1053
Pune,Car,Snowy,Stable,Tuesday,11,53.3685,0,0,26.6843,0.177
Mumbai,Bike,Clear,Recession,Friday,20,83.2915,0,0,74.0369,0.1961
Bengalore,Bike,Hot,Booming,Wednesday,9,56.0568,0,0,50.9607,0.4404
Pune,Bike,Hot,Booming,Saturday,1,29.5381,0,0,23.6305,0.1793
Delhi,Bike,Storm,Recession,Monday,7,132.4224,1,0,112.1016,0.1902
Bengalore,Bike,Clear,Stable,Thursday,10,32.5859,0,0,29.6235,0.1988
Chennai,Bike,Rainy,Stable,Monday,4,55.499,0,0,49.3325,0.3294
Pune,Bike,Clear,Recession,Sunday,19,74.2045,0,1,59.3636,0.1369
Bengalore,Bike,Hot,Stable,Saturday,1,30.4562,0,0,27.6874,0.2667
Delhi,Bike,Clear,Stable,Friday,8,126.1811,1,1,91.7681,0.4798
Pune,Bike,Storm,Stable,Tuesday,11,21.2142,0,0,16.9714,0.2514
Mumbai,Bike,Storm,Stable,Wednesday,20,80.4902,0,0,71.5469,0.2641
Mumbai,Car,Clear,Stable,Wednesday,13,80.0608,0,0,40.0304,0.3811
Delhi,Car,Clear,Recession,Monday,2,42.6831,0,0,24.2518,0.2957
Pune,Car,Hot,Recession,Saturday,5,22.6266,0,0,11.3133,0.1341
Chennai,Bike,Clear,Stable,Saturday,5,99.3605,0,0,79.4884,0.5479
Mumbai,Car,Hot,Booming,Saturday,16,56.0415,0,0,28.0207,0.1276
Bengalore,Bike,Rainy,Booming,Monday,19,45.0273,0,0,39.8966,0.1677
Delhi,Car,Snowy,Stable,Friday,13,54.296,0,0,32.4737,0.4314
Bengalore,Bus,Hot,Stable,Thursday,0,68.0026,0,0,77.2757,0.3084
Mumbai,Bus,Storm,Stable,Sunday,16,60.4243,0,1,60.4243,0.4325
Mumbai,Bus,Hot,Booming,Thursday,9,114.7386,0,0,114.7386,0.2072
Chennai,Bike,Clear,Booming,Saturday,16,101.9328,0,0,81.5463,0.3975
Delhi,Bike,Storm,Stable,Saturday,16,90.1677,0,0,86.2848,0.3185
Mumbai,Car,Rainy,Recession,Wednesday,16,21.2789,0,0,10.6395,0.26
Mumbai,Car,Hot,Booming,Saturday,20,92.8753,0,0,46.4376,0.2337
Mumbai,Car,Hot,Stable,Saturday,3,52.3941,0,0,26.197,0.1341
Chennai,Rickshaw,Hot,Booming,Friday,5,80.8861,0,0,97.0633,0.4722
Mumbai,Bike,Rainy,Booming,Tuesday,17,29.6153,1,0,23.6922,0.259
Bengalore,Bike,Rainy,Recession,Tuesday,14,22.2707,0,0,29.5995,0.0522
Mumbai,Car,Snowy,Stable,Monday,21,89.2593,0,0,44.6296,0.3892
Pune,Bike,Rainy,Booming,Saturday,19,38.1342,0,0,30.5073,0.4929
Delhi,Bike,Hot,Stable,Tuesday,21,52.8909,0,0,48.5683,0.3703
Pune,Bike,Clear,Recession,Sunday,23,60.3967,0,0,53.686,0.0967
Pune,Bike,Hot,Booming,Tuesday,10,93.1178,0,0,74.4942,0.1386
Pune,Bike,Snowy,Recession,Tuesday,21,68.2577,0,0,67.415,0.0806
Mumbai,Bike,Hot,Recession,Sunday,6,91.6307,0,0,73.3045,0.0703
Mumbai,Bike,Hot,Recession,Saturday,19,42.243,0,0,33.7944,0.0944
Chennai,Rickshaw,Hot,Recession,Sunday,1,79.0084,0,0,94.81,0.2775
Chennai,Bus,Snowy,Recession,Wednesday,2,34.1527,0,0,34.1527,0.181
Chennai,Bike,Snowy,Stable,Monday,14,38.2951,0,0,30.6361,0.4266
Pune,Bike,Snowy,Stable,Thursday,17,22.6349,1,0,18.1079,0.1865
Bengalore,Bike,Snowy,Stable,Tuesday,16,34.2873,0,0,32.8108,0.1778
Pune,Rickshaw,Hot,Stable,Friday,23,54.9999,0,0,65.9999,0.2452
Bengalore,Bike,Snowy,Recession,Sunday,19,60.6029,0,0,57.9932,0.0984
Bengalore,Bike,Clear,Recession,Friday,1,78.2673,0,0,71.1521,0.0629
Mumbai,Bike,Storm,Recession,Sunday,10,102.7596,0,0,82.2076,0.1011
Kolkata,Bike,Snowy,Recession,Tuesday,10,51.137,0,0,48.9349,0.0266
Chennai,Bike,Clear,Stable,Monday,18,19.9477,1,0,19.7015,0.4429
Bengalore,Bike,Hot,Recession,Saturday,5,39.0484,0,0,35.4985,0.0914
Delhi,Bike,Hot,Stable,Friday,22,91.8804,0,0,73.5043,0.7761
Mumbai,Car,Hot,Stable,Sunday,7,32.5843,0,0,16.2922,0.2363
Mumbai,Bike,Snowy,Recession,Saturday,23,56.9211,0,0,45.5369,0.1113
Delhi,Bike,Snowy,Recession,Sunday,18,55.6455,0,0,53.2493,0.0749
Pune,Bike,Hot,Stable,Sunday,5,50.4679,0,0,40.3743,0.2135
Kolkata,Car,Clear,Booming,Tuesday,2,28.4067,0,1,16.1402,0.1067
Delhi,Bike,Clear,Booming,Monday,5,65.9816,0,0,59.9833,0.3869
Pune,Bus,Snowy,Stable,Tuesday,17,37.1705,1,0,37.1705,0.4583
Mumbai,Bus,Clear,Booming,Wednesday,9,75.7627,0,0,75.7627,0.4861
Mumbai,Bus,Clear,Stable,Wednesday,12,41.199,0,0,41.199,0.3695
Delhi,Bike,Hot,Recession,Wednesday,6,31.8264,0,0,28.9331,0.2851
Delhi,Car,Snowy,Booming,Friday,7,31.392,1,0,15.0201,0.6188
Mumbai,Bike,Storm,Stable,Tuesday,13,49.9936,0,0,39.9949,0.3846
Pune,Bike,Clear,Recession,Monday,17,84.48,1,0,71.3959,0.1236
Delhi,Bike,Storm,Recession,Thursday,17,83.4261,1,0,104.0882,0.3324
Chennai,Bike,Hot,Booming,Sunday,17,24.4706,0,0,19.5765,0.9887
Kolkata,Car,Rainy,Recession,Saturday,18,28.6221,0,0,17.1185,0.0262
Delhi,Car,Clear,Stable,Monday,6,21.8672,0,0,12.4245,0.6939
Pune,Bike,Storm,Recession,Tuesday,7,77.7313,1,0,62.1851,0.027
Pune,Bike,Storm,Stable,Friday,9,84.7926,0,0,67.8341,0.2437
Pune,Bike,Storm,Booming,Saturday,4,24.0849,0,0,19.2679,0.2475
Delhi,Bike,Hot,Recession,Wednesday,1,18.0345,0,1,16.395,0.364
Mumbai,Bus,Rainy,Recession,Thursday,7,57.354,1,1,57.354,0.2965
Pune,Rickshaw,Hot,Booming,Sunday,11,83.4154,0,0,100.0985,0.3917
Kolkata,Bike,Clear,Booming,Sunday,13,125.0377,1,0,90.9365,0.0883
Chennai,Car,Clear,Recession,Wednesday,23,89.2813,0,0,44.6407,0.145
Pune,Bus,Storm,Stable,Monday,21,29.7633,0,0,33.0703,0.5015
Mumbai,Bike,Storm,Stable,Wednesday,23,69.0203,0,0,55.2163,0.6156
Chennai,Bike,Storm,Stable,Wednesday,2,59.7162,0,0,47.773,0.7214
Pune,Bike,Hot,Recession,Sunday,10,56.3285,0,0,45.0628,0.061
Mumbai,Bike,Hot,Stable,Monday,16,27.6827,0,0,22.1462,0.1806
Chennai,Bike,Hot,Stable,Tuesday,7,86.4,1,0,72.5918,0.5878
Pune,Rickshaw,Snowy,Booming,Saturday,6,26.8973,0,0,32.2768,0.3689
Bengalore,Bike,Rainy,Booming,Thursday,9,31.8029,0,0,30.4334,0.1827
Kolkata,Bike,Hot,Stable,Sunday,0,24.2457,0,0,22.0416,0.11
Mumbai,Bike,Clear,Booming,Wednesday,18,33.0734,1,0,29.3986,0.3452
Kolkata,Bike,Clear,Recession,Thursday,22,71.9308,0,0,65.3916,0.0221
Delhi,Bike,Clear,Recession,Thursday,0,20.3801,0,0,18.5274,0.1595
Delhi,Car,Clear,Recession,Tuesday,6,21.4947,0,0,12.2129,0.2662
Bengalore,Bike,Storm,Recession,Wednesday,18,40.7173,1,0,28.8622,0.1069
Bengalore,Bike,Snowy,Stable,Saturday,3,11.114,0,0,10.6354,0.172
Chennai,Bike,Snowy,Booming,Thursday,23,78.8967,0,0,63.1174,0.5296
Delhi,Car,Storm,Stable,Wednesday,4,59.426,0,0,49.6458,0.7279
Chennai,Bike,Rainy,Stable,Tuesday,5,54.7309,0,0,43.7847,0.3453
Delhi,Bike,Snowy,Recession,Tuesday,11,31.5452,0,0,30.1868,0.0788
Pune,Bike,Storm,Stable,Thursday,16,25.7798,0,0,20.6238,0.168
Chennai,Rickshaw,Clear,Recession,Saturday,13,28.3796,1,0,34.0556,0.407
Mumbai,Bike,Storm,Booming,Thursday,21,38.768,0,0,34.4605,0.2668
Kolkata,Car,Storm,Recession,Tuesday,21,53.7544,0,0,32.1498,0.0146
Chennai,Car,Storm,Recession,Wednesday,22,81.7262,0,0,40.8631,0.082
Mumbai,Bike,Hot,Recession,Sunday,13,88.0715,1,0,70.4572,0.0782
Bengalore,Bike,Storm,Booming,Thursday,10,49.1764,0,0,47.0588,0.2297
Mumbai,Bus,Storm,Stable,Monday,9,59.9498,0,0,59.9498,0.4769
Pune,Rickshaw,Hot,Recession,Saturday,0,95.9373,0,0,115.1248,0.0514
Chennai,Bike,Clear,Recession,Sunday,0,108.3626,0,0,86.6901,0.1639
Mumbai,Bike,Storm,Stable,Friday,5,38.2636,0,0,30.6109,0.4017
Kolkata,Bike,Hot,Booming,Wednesday,21,86.0659,0,0,83.5916,0.0603
Kolkata,Bike,Hot,Stable,Friday,5,73.0561,0,0,66.4147,0.0987
Delhi,Bike,Snowy,Recession,Friday,17,44.544,1,0,34.1007,0.0827
Mumbai,Rickshaw,Storm,Recession,Tuesday,10,101.0069,0,0,121.2083,0.2957
Delhi,Bike,Rainy,Booming,Wednesday,21,111.2165,0,0,94.602,0.714
Kolkata,Bike,Rainy,Booming,Tuesday,15,57.2273,0,0,54.763,0.0416
Chennai,Bike,Snowy,Recession,Monday,12,19.461,0,0,15.5688,0.2595
Mumbai,Bike,Rainy,Booming,Wednesday,19,95.531,0,0,84.9164,0.2335
Kolkata,Car,Clear,Recession,Monday,8,53.4709,1,0,24.305,0.0439
Mumbai,Bus,Hot,Booming,Friday,2,58.3253,0,0,58.3253,0.1388
Delhi,Bike,Storm,Recession,Thursday,12,61.5509,0,1,58.9004,0.3052
Pune,Car,Hot,Booming,Monday,15,24.1887,0,1,12.0943,0.2509
Bengalore,Bike,Hot,Recession,Saturday,5,84.194,0,0,76.54,0.0586
Delhi,Bike,Clear,Booming,Thursday,15,116.4632,0,0,105.8756,0.5219
Bengalore,Bike,Snowy,Recession,Sunday,16,45.9696,0,0,43.99,0.045
Chennai,Bike,Snowy,Booming,Wednesday,22,82.9716,0,0,66.3773,0.2835
Bengalore,Car,Snowy,Recession,Saturday,20,16.1279,0,1,9.6458,0.0444
Delhi,Car,Snowy,Booming,Monday,18,69.1146,1,0,36.3761,0.6656
Pune,Bike,Snowy,Booming,Saturday,9,34.277,0,0,27.4216,0.163
Chennai,Rickshaw,Snowy,Booming,Saturday,2,31.4998,0,0,37.7998,0.7163
Chennai,Bike,Clear,Stable,Thursday,13,81.9613,0,0,65.569,0.5309
Bengalore,Rickshaw,Rainy,Recession,Sunday,11,65.5613,0,0,94.1072,0.0475
Pune,Rickshaw,Rainy,Stable,Friday,4,69.1765,0,0,83.0119,0.2858
Mumbai,Bus,Snowy,Recession,Sunday,12,80.1871,1,0,80.1871,0.3158
Delhi,Bike,Snowy,Recession,Monday,23,119.1802,0,0,114.6734,0.1198
Chennai,Bike,Snowy,Booming,Monday,9,87.0637,0,0,69.651,0.4633
Delhi,Car,Clear,Stable,Sunday,22,97.1552,0,0,55.2018,0.5607
Kolkata,Bike,Storm,Recession,Thursday,18,95.56,1,1,62.5265,0.0132
Kolkata,Car,Storm,Booming,Friday,0,88.2652,0,0,52.7902,0.084
Kolkata,Car,Snowy,Recession,Wednesday,4,51.8219,0,0,30.994,0.0122
Mumbai,Car,Clear,Recession,Saturday,4,86.3537,0,0,43.1769,0.1443
Bengalore,Bike,Rainy,Stable,Monday,7,54.7033,1,0,41.8781,0.3989
Delhi,Bike,Rainy,Stable,Friday,8,32.7545,1,0,25.0752,0.5698
Bengalore,Bike,Hot,Booming,Friday,17,56.9074,1,0,41.3872,0.3824
Bengalore,Bike,Rainy,Stable,Saturday,3,17.4483,0,0,16.6969,0.2594
Pune,Bike,Storm,Recession,Wednesday,17,22.6559,1,0,18.1247,0.0424
Mumbai,Bike,Snowy,Booming,Thursday,23,107.2535,0,0,85.8028,0.2658
Kolkata,Bike,Storm,Stable,Tuesday,16,92.1862,0,0,88.2165,0.0542
Mumbai,Car,Rainy,Stable,Saturday,8,56.2523,0,0,28.1262,0.6785
Mumbai,Car,Rainy,Recession,Tuesday,3,118.7676,0,0,59.3838,0.1093
Bengalore,Bike,Rainy,Recession,Tuesday,12,35.9552,0,0,34.4068,0.1098
Mumbai,Bike,Hot,Booming,Tuesday,7,31.7722,1,0,25.4178,0.1749
Kolkata,Bike,Hot,Recession,Tuesday,9,46.703,0,0,42.4573,0.0562
Kolkata,Bike,Snowy,Recession,Sunday,10,76.7945,0,0,73.4876,0.0231
Mumbai,Bike,Storm,Recession,Tuesday,9,77.5693,0,0,62.0554,0.114
Pune,Bike,Rainy,Recession,Sunday,6,49.5717,0,0,39.6574,0.0646
Chennai,Bike,Storm,Stable,Friday,5,79.7603,0,0,63.8083,0.3971
Pune,Car,Storm,Booming,Thursday,8,46.1676,1,0,23.0838,0.2002
Chennai,Bike,Rainy,Stable,Thursday,9,56.1463,0,0,44.9171,0.4761
Delhi,Bike,Storm,Booming,Thursday,7,83.5021,1,0,70.3175,0.7433
Kolkata,Car,Hot,Recession,Tuesday,5,34.863,0,0,19.8085,0.0247
Bengalore,Bike,Snowy,Recession,Sunday,21,34.6289,0,0,33.1377,0.0287
Bengalore,Rickshaw,Clear,Stable,Thursday,8,99.3006,1,0,108.3279,0.3707
Delhi,Bus,Rainy,Recession,Saturday,13,98.3699,1,0,94.1339,0.4053
Pune,Car,Rainy,Stable,Tuesday,22,84.0581,0,0,42.0291,0.3372
Mumbai,Bike,Clear,Recession,Thursday,17,90.6215,1,0,72.4972,0.1363
Chennai,Bike,Storm,Stable,Friday,21,33.681,0,0,29.9386,0.4411
Pune,Car,Clear,Stable,Wednesday,23,96,0,0,53.8028,0.2462
Mumbai,Bike,Hot,Stable,Friday,2,57.9588,0,0,51.5189,0.0952
Kolkata,Bike,Snowy,Booming,Thursday,10,19.5982,0,0,18.7542,0.0946
Bengalore,Car,Rainy,Booming,Saturday,13,54.7651,1,0,26.2034,0.2423
Pune,Bike,Storm,Booming,Wednesday,22,70.259,0,0,56.2072,0.1386
Pune,Bike,Hot,Booming,Friday,0,75.4556,0,0,60.3645,0.1852
Mumbai,Bike,Snowy,Recession,Saturday,3,83.4672,0,0,66.7738,0.1263
Chennai,Bike,Rainy,Stable,Monday,2,71.5921,0,0,57.2737,0.4028
Mumbai,Car,Rainy,Booming,Monday,15,52.66,0,0,32.9125,0.6453
Delhi,Bike,Clear,Booming,Saturday,20,23.4594,0,0,21.3267,0.5749
Kolkata,Bike,Rainy,Booming,Tuesday,22,40.9044,0,0,39.1429,0.0838
Mumbai,Bike,Rainy,Booming,Friday,2,102.5492,0,0,82.0394,0.6151
Chennai,Bike,Snowy,Booming,Wednesday,22,59.0195,0,0,47.2156,0.4335
Pune,Bike,Hot,Stable,Wednesday,0,24.6982,0,0,19.7586,0.1954
Chennai,Bus,Snowy,Recession,Thursday,12,30.4719,0,1,33.8576,0.1663
